year_film,year_ceremony,ceremony,category,name,film,win,cat__c
2016,2017,89,WRITING (Original Screenplay),Written by Taylor Sheridan,Hell or High Water,False,WRITING
2016,2017,89,WRITING (Original Screenplay),Written by Damien Chazelle,La La Land,False,WRITING
2016,2017,89,WRITING (Original Screenplay),"Written by Yorgos Lanthimos, Efthimis Filippou",The Lobster,False,WRITING
2016,2017,89,WRITING (Original Screenplay),Written by Kenneth Lonergan,Manchester by the Sea,True,WRITING
2016,2017,89,WRITING (Original Screenplay),Written by Mike Mills,20th Century Women,False,WRITING
2017,2018,90,ACTOR IN A LEADING ROLE,Timothée Chalamet,Call Me by Your Name,False,ACTOR
2017,2018,90,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Phantom Thread,False,ACTOR
2017,2018,90,ACTOR IN A LEADING ROLE,Daniel Kaluuya,Get Out,False,ACTOR
2017,2018,90,ACTOR IN A LEADING ROLE,Gary Oldman,Darkest Hour,True,ACTOR
2017,2018,90,ACTOR IN A LEADING ROLE,Denzel Washington,"Roman J. Israel, Esq.",False,ACTOR
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,The Florida Project,False,ACTOR
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",False,ACTOR
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Richard Jenkins,The Shape of Water,False,ACTOR
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,All the Money in the World,False,ACTOR
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",True,ACTOR
2017,2018,90,ACTRESS IN A LEADING ROLE,Sally Hawkins,The Shape of Water,False,ACTRESS
2017,2018,90,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri",True,ACTRESS
2017,2018,90,ACTRESS IN A LEADING ROLE,Margot Robbie,"I, Tonya",False,ACTRESS
2017,2018,90,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Lady Bird,False,ACTRESS
2017,2018,90,ACTRESS IN A LEADING ROLE,Meryl Streep,The Post,False,ACTRESS
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Mary J. Blige,Mudbound,False,ACTRESS
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Allison Janney,"I, Tonya",True,ACTRESS
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Lesley Manville,Phantom Thread,False,ACTRESS
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Laurie Metcalf,Lady Bird,False,ACTRESS
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,The Shape of Water,False,ACTRESS
2017,2018,90,ANIMATED FEATURE FILM,Tom McGrath and Ramsey Naito,The Boss Baby,False,ANIMATED FEATURE FILM
2017,2018,90,ANIMATED FEATURE FILM,Nora Twomey and Anthony Leo,The Breadwinner,False,ANIMATED FEATURE FILM
2017,2018,90,ANIMATED FEATURE FILM,Lee Unkrich and Darla K. Anderson,Coco,True,ANIMATED FEATURE FILM
2017,2018,90,ANIMATED FEATURE FILM,Carlos Saldanha and Lori Forte,Ferdinand,False,ANIMATED FEATURE FILM
2017,2018,90,ANIMATED FEATURE FILM,"Dorota Kobiela, Hugh Welchman and Ivan Mactaggart",Loving Vincent,False,ANIMATED FEATURE FILM
2017,2018,90,CINEMATOGRAPHY,Roger A. Deakins,Blade Runner 2049,True,CINEMATOGRAPHY
2017,2018,90,CINEMATOGRAPHY,Bruno Delbonnel,Darkest Hour,False,CINEMATOGRAPHY
2017,2018,90,CINEMATOGRAPHY,Hoyte van Hoytema,Dunkirk,False,CINEMATOGRAPHY
2017,2018,90,CINEMATOGRAPHY,Rachel Morrison,Mudbound,False,CINEMATOGRAPHY
2017,2018,90,CINEMATOGRAPHY,Dan Laustsen,The Shape of Water,False,CINEMATOGRAPHY
2017,2018,90,COSTUME DESIGN,Jacqueline Durran,Beauty and the Beast,False,COSTUME DESIGN
2017,2018,90,COSTUME DESIGN,Jacqueline Durran,Darkest Hour,False,COSTUME DESIGN
2017,2018,90,COSTUME DESIGN,Mark Bridges,Phantom Thread,True,COSTUME DESIGN
2017,2018,90,COSTUME DESIGN,Luis Sequeira,The Shape of Water,False,COSTUME DESIGN
2017,2018,90,COSTUME DESIGN,Consolata Boyle,Victoria & Abdul,False,COSTUME DESIGN
2017,2018,90,DIRECTING,Christopher Nolan,Dunkirk,False,DIRECTING
2017,2018,90,DIRECTING,Jordan Peele,Get Out,False,DIRECTING
2017,2018,90,DIRECTING,Greta Gerwig,Lady Bird,False,DIRECTING
2017,2018,90,DIRECTING,Paul Thomas Anderson,Phantom Thread,False,DIRECTING
2017,2018,90,DIRECTING,Guillermo del Toro,The Shape of Water,True,DIRECTING
2017,2018,90,DOCUMENTARY (Feature),"Steve James, Mark Mitten and Julie Goldman",Abacus: Small Enough to Jail,False,DOCUMENTARY
2017,2018,90,DOCUMENTARY (Feature),"Agnès Varda, JR and Rosalie Varda",Faces Places,False,DOCUMENTARY
2017,2018,90,DOCUMENTARY (Feature),Bryan Fogel and Dan Cogan,Icarus,True,DOCUMENTARY
2017,2018,90,DOCUMENTARY (Feature),"Feras Fayyad, Kareem Abeed and Søren Steen Jespersen",Last Men in Aleppo,False,DOCUMENTARY
2017,2018,90,DOCUMENTARY (Feature),Yance Ford and Joslyn Barnes,Strong Island,False,DOCUMENTARY
2017,2018,90,DOCUMENTARY (Short Subject),Laura Checkoway and Thomas Lee Wright,Edith+Eddie,False,SHORT SUBJECT
2017,2018,90,DOCUMENTARY (Short Subject),Frank Stiefel,Heaven Is a Traffic Jam on the 405,True,SHORT SUBJECT
2017,2018,90,DOCUMENTARY (Short Subject),Elaine McMillion Sheldon and Kerrin Sheldon,Heroin(e),False,SHORT SUBJECT
2017,2018,90,DOCUMENTARY (Short Subject),Thomas Lennon,Knife Skills,False,SHORT SUBJECT
2017,2018,90,DOCUMENTARY (Short Subject),Kate Davis and David Heilbroner,Traffic Stop,False,SHORT SUBJECT
2017,2018,90,FILM EDITING,Paul Machliss and Jonathan Amos,Baby Driver,False,FILM EDITING
2017,2018,90,FILM EDITING,Lee Smith,Dunkirk,True,FILM EDITING
2017,2018,90,FILM EDITING,Tatiana S. Riegel,"I, Tonya",False,FILM EDITING
2017,2018,90,FILM EDITING,Sidney Wolinsky,The Shape of Water,False,FILM EDITING
2017,2018,90,FILM EDITING,Jon Gregory,"Three Billboards outside Ebbing, Missouri",False,FILM EDITING
2017,2018,90,FOREIGN LANGUAGE FILM,Chile,A Fantastic Woman,True,FOREIGN LANGUAGE FILM
2017,2018,90,FOREIGN LANGUAGE FILM,Lebanon,The Insult,False,FOREIGN LANGUAGE FILM
2017,2018,90,FOREIGN LANGUAGE FILM,Russia,Loveless,False,FOREIGN LANGUAGE FILM
2017,2018,90,FOREIGN LANGUAGE FILM,Hungary,On Body and Soul,False,FOREIGN LANGUAGE FILM
2017,2018,90,FOREIGN LANGUAGE FILM,Sweden,The Square,False,FOREIGN LANGUAGE FILM
2017,2018,90,MAKEUP AND HAIRSTYLING,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick",Darkest Hour,True,MAKEUP AND HAIRSTYLING
2017,2018,90,MAKEUP AND HAIRSTYLING,Daniel Phillips and Lou Sheppard,Victoria & Abdul,False,MAKEUP AND HAIRSTYLING
2017,2018,90,MAKEUP AND HAIRSTYLING,Arjen Tuiten,Wonder,False,MAKEUP AND HAIRSTYLING
2017,2018,90,MUSIC (Original Score),Hans Zimmer,Dunkirk,False,MUSIC
2017,2018,90,MUSIC (Original Score),Jonny Greenwood,Phantom Thread,False,MUSIC
2017,2018,90,MUSIC (Original Score),Alexandre Desplat,The Shape of Water,True,MUSIC
2017,2018,90,MUSIC (Original Score),John Williams,Star Wars: The Last Jedi,False,MUSIC
2017,2018,90,MUSIC (Original Score),Carter Burwell,"Three Billboards outside Ebbing, Missouri",False,MUSIC
2017,2018,90,MUSIC (Original Song),"Music and Lyric by Mary J. Blige, Raphael Saadiq and Taura Stinson",Mudbound,False,MUSIC
2017,2018,90,MUSIC (Original Song),Music and Lyric by Sufjan Stevens,Call Me by Your Name,False,MUSIC
2017,2018,90,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Coco,True,MUSIC
2017,2018,90,MUSIC (Original Song),Music by Diane Warren; Lyric by Lonnie R. Lynn and Diane Warren,Marshall,False,MUSIC
2017,2018,90,MUSIC (Original Song),Music and Lyric by Benj Pasek and Justin Paul,The Greatest Showman,False,MUSIC
2017,2018,90,BEST PICTURE,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",Call Me by Your Name,False,BEST PICTURE
2017,2018,90,BEST PICTURE,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",Darkest Hour,False,BEST PICTURE
2017,2018,90,BEST PICTURE,"Emma Thomas and Christopher Nolan, Producers",Dunkirk,False,BEST PICTURE
2017,2018,90,BEST PICTURE,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",Get Out,False,BEST PICTURE
2017,2018,90,BEST PICTURE,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",Lady Bird,False,BEST PICTURE
2017,2018,90,BEST PICTURE,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",Phantom Thread,False,BEST PICTURE
2017,2018,90,BEST PICTURE,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",The Post,False,BEST PICTURE
2017,2018,90,BEST PICTURE,"Guillermo del Toro and J. Miles Dale, Producers",The Shape of Water,True,BEST PICTURE
2017,2018,90,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",False,BEST PICTURE
2017,2018,90,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Beauty and the Beast,False,PRODUCTION DESIGN
2017,2018,90,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Alessandra Querzola,Blade Runner 2049,False,PRODUCTION DESIGN
2017,2018,90,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Darkest Hour,False,PRODUCTION DESIGN
2017,2018,90,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,Dunkirk,False,PRODUCTION DESIGN
2017,2018,90,PRODUCTION DESIGN,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,The Shape of Water,True,PRODUCTION DESIGN
2017,2018,90,SHORT FILM (Animated),Glen Keane and Kobe Bryant,Dear Basketball,True,SHORT FILM
2017,2018,90,SHORT FILM (Animated),Victor Caire and Gabriel Grapperon,Garden Party,False,SHORT FILM
2017,2018,90,SHORT FILM (Animated),Dave Mullins and Dana Murray,Lou,False,SHORT FILM
2017,2018,90,SHORT FILM (Animated),Max Porter and Ru Kuwahata,Negative Space,False,SHORT FILM
2017,2018,90,SHORT FILM (Animated),Jakob Schuh and Jan Lachauer,Revolting Rhymes,False,SHORT FILM
2017,2018,90,SHORT FILM (Live Action),Reed Van Dyk,DeKalb Elementary,False,SHORT FILM
2017,2018,90,SHORT FILM (Live Action),Derin Seale and Josh Lawson,The Eleven O'Clock,False,SHORT FILM
2017,2018,90,SHORT FILM (Live Action),"Kevin Wilson, Jr.",My Nephew Emmett,False,SHORT FILM
2017,2018,90,SHORT FILM (Live Action),Chris Overton and Rachel Shenton,The Silent Child,True,SHORT FILM
2017,2018,90,SHORT FILM (Live Action),Katja Benrath and Tobias Rosen,Watu Wote/All of Us,False,SHORT FILM
2017,2018,90,SOUND EDITING,Julian Slater,Baby Driver,False,SOUND EDITING
2017,2018,90,SOUND EDITING,Mark Mangini and Theo Green,Blade Runner 2049,False,SOUND EDITING
2017,2018,90,SOUND EDITING,Richard King and Alex Gibson,Dunkirk,True,SOUND EDITING
2017,2018,90,SOUND EDITING,Nathan Robitaille and Nelson Ferreira,The Shape of Water,False,SOUND EDITING
2017,2018,90,SOUND EDITING,Matthew Wood and Ren Klyce,Star Wars: The Last Jedi,False,SOUND EDITING
2017,2018,90,SOUND MIXING,"Julian Slater, Tim Cavagin and Mary H. Ellis",Baby Driver,False,SOUND MIXING
2017,2018,90,SOUND MIXING,"Ron Bartlett, Doug Hemphill and Mac Ruth",Blade Runner 2049,False,SOUND MIXING
2017,2018,90,SOUND MIXING,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",Dunkirk,True,SOUND MIXING
2017,2018,90,SOUND MIXING,"Christian Cooke, Brad Zoern and Glen Gauthier",The Shape of Water,False,SOUND MIXING
2017,2018,90,SOUND MIXING,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",Star Wars: The Last Jedi,False,SOUND MIXING
2017,2018,90,VISUAL EFFECTS,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",Blade Runner 2049,True,VISUAL EFFECTS
2017,2018,90,VISUAL EFFECTS,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",Guardians of the Galaxy Vol. 2,False,VISUAL EFFECTS
2017,2018,90,VISUAL EFFECTS,"Stephen Rosenbaum, Jeff White, Scott Benza and Mike Meinardus",Kong: Skull Island,False,VISUAL EFFECTS
2017,2018,90,VISUAL EFFECTS,"Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",Star Wars: The Last Jedi,False,VISUAL EFFECTS
2017,2018,90,VISUAL EFFECTS,"Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist",War for the Planet of the Apes,False,VISUAL EFFECTS
2017,2018,90,WRITING (Adapted Screenplay),Screenplay by James Ivory,Call Me by Your Name,True,WRITING
2017,2018,90,WRITING (Adapted Screenplay),Screenplay by Scott Neustadter & Michael H. Weber,The Disaster Artist,False,WRITING
2017,2018,90,WRITING (Adapted Screenplay),Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,Logan,False,WRITING
2017,2018,90,WRITING (Adapted Screenplay),Written for the screen by Aaron Sorkin,Molly's Game,False,WRITING
2017,2018,90,WRITING (Adapted Screenplay),Screenplay by Virgil Williams and Dee Rees,Mudbound,False,WRITING
2017,2018,90,WRITING (Original Screenplay),Written by Emily V. Gordon & Kumail Nanjiani,The Big Sick,False,WRITING
2017,2018,90,WRITING (Original Screenplay),Written by Jordan Peele,Get Out,True,WRITING
2017,2018,90,WRITING (Original Screenplay),Written by Greta Gerwig,Lady Bird,False,WRITING
2017,2018,90,WRITING (Original Screenplay),Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro,The Shape of Water,False,WRITING
2017,2018,90,WRITING (Original Screenplay),Written by Martin McDonagh,"Three Billboards outside Ebbing, Missouri",False,WRITING
2018,2019,91,ACTOR IN A LEADING ROLE,Christian Bale,Vice,False,ACTOR
2018,2019,91,ACTOR IN A LEADING ROLE,Bradley Cooper,A Star Is Born,False,ACTOR
2018,2019,91,ACTOR IN A LEADING ROLE,Willem Dafoe,At Eternity's Gate,False,ACTOR
2018,2019,91,ACTOR IN A LEADING ROLE,Rami Malek,Bohemian Rhapsody,True,ACTOR
2018,2019,91,ACTOR IN A LEADING ROLE,Viggo Mortensen,Green Book,False,ACTOR
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,Green Book,True,ACTOR
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Adam Driver,BlacKkKlansman,False,ACTOR
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Sam Elliott,A Star Is Born,False,ACTOR
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Richard E. Grant,Can You Ever Forgive Me?,False,ACTOR
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,Vice,False,ACTOR
2018,2019,91,ACTRESS IN A LEADING ROLE,Yalitza Aparicio,Roma,False,ACTRESS
2018,2019,91,ACTRESS IN A LEADING ROLE,Glenn Close,The Wife,False,ACTRESS
2018,2019,91,ACTRESS IN A LEADING ROLE,Olivia Colman,The Favourite,True,ACTRESS
2018,2019,91,ACTRESS IN A LEADING ROLE,Lady Gaga,A Star Is Born,False,ACTRESS
2018,2019,91,ACTRESS IN A LEADING ROLE,Melissa McCarthy,Can You Ever Forgive Me?,False,ACTRESS
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Vice,False,ACTRESS
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Marina de Tavira,Roma,False,ACTRESS
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Regina King,If Beale Street Could Talk,True,ACTRESS
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Emma Stone,The Favourite,False,ACTRESS
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Rachel Weisz,The Favourite,False,ACTRESS
2018,2019,91,ANIMATED FEATURE FILM,"Brad Bird, John Walker and Nicole Paradis Grindle",Incredibles 2,False,ANIMATED FEATURE FILM
2018,2019,91,ANIMATED FEATURE FILM,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",Isle of Dogs,False,ANIMATED FEATURE FILM
2018,2019,91,ANIMATED FEATURE FILM,Mamoru Hosoda and Yuichiro Saito,Mirai,False,ANIMATED FEATURE FILM
2018,2019,91,ANIMATED FEATURE FILM,"Rich Moore, Phil Johnston and Clark Spencer",Ralph Breaks the Internet,False,ANIMATED FEATURE FILM
2018,2019,91,ANIMATED FEATURE FILM,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",Spider-Man: Into the Spider-Verse,True,ANIMATED FEATURE FILM
2018,2019,91,CINEMATOGRAPHY,Lukasz Zal,Cold War,False,CINEMATOGRAPHY
2018,2019,91,CINEMATOGRAPHY,Robbie Ryan,The Favourite,False,CINEMATOGRAPHY
2018,2019,91,CINEMATOGRAPHY,Caleb Deschanel,Never Look Away,False,CINEMATOGRAPHY
2018,2019,91,CINEMATOGRAPHY,Alfonso Cuarón,Roma,True,CINEMATOGRAPHY
2018,2019,91,CINEMATOGRAPHY,Matthew Libatique,A Star Is Born,False,CINEMATOGRAPHY
2018,2019,91,COSTUME DESIGN,Mary Zophres,The Ballad of Buster Scruggs,False,COSTUME DESIGN
2018,2019,91,COSTUME DESIGN,Ruth Carter,Black Panther,True,COSTUME DESIGN
2018,2019,91,COSTUME DESIGN,Sandy Powell,The Favourite,False,COSTUME DESIGN
2018,2019,91,COSTUME DESIGN,Sandy Powell,Mary Poppins Returns,False,COSTUME DESIGN
2018,2019,91,COSTUME DESIGN,Alexandra Byrne,Mary Queen of Scots,False,COSTUME DESIGN
2018,2019,91,DIRECTING,Spike Lee,BlacKkKlansman,False,DIRECTING
2018,2019,91,DIRECTING,Pawel Pawlikowski,Cold War,False,DIRECTING
2018,2019,91,DIRECTING,Yorgos Lanthimos,The Favourite,False,DIRECTING
2018,2019,91,DIRECTING,Alfonso Cuarón,Roma,True,DIRECTING
2018,2019,91,DIRECTING,Adam McKay,Vice,False,DIRECTING
2018,2019,91,DOCUMENTARY (Feature),"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",Free Solo,True,DOCUMENTARY
2018,2019,91,DOCUMENTARY (Feature),"RaMell Ross, Joslyn Barnes and Su Kim","Hale County This Morning, This Evening",False,DOCUMENTARY
2018,2019,91,DOCUMENTARY (Feature),Bing Liu and Diane Quon,Minding the Gap,False,DOCUMENTARY
2018,2019,91,DOCUMENTARY (Feature),"Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert",Of Fathers and Sons,False,DOCUMENTARY
2018,2019,91,DOCUMENTARY (Feature),Betsy West and Julie Cohen,RBG,False,DOCUMENTARY
2018,2019,91,DOCUMENTARY (Short Subject),Ed Perkins and Jonathan Chinn,Black Sheep,False,SHORT SUBJECT
2018,2019,91,DOCUMENTARY (Short Subject),Rob Epstein and Jeffrey Friedman,End Game,False,SHORT SUBJECT
2018,2019,91,DOCUMENTARY (Short Subject),Skye Fitzgerald and Bryn Mooser,Lifeboat,False,SHORT SUBJECT
2018,2019,91,DOCUMENTARY (Short Subject),Marshall Curry,A Night at The Garden,False,SHORT SUBJECT
2018,2019,91,DOCUMENTARY (Short Subject),Rayka Zehtabchi and Melissa Berton,Period. End of Sentence.,True,SHORT SUBJECT
2018,2019,91,FILM EDITING,Barry Alexander Brown,BlacKkKlansman,False,FILM EDITING
2018,2019,91,FILM EDITING,John Ottman,Bohemian Rhapsody,True,FILM EDITING
2018,2019,91,FILM EDITING,Yorgos Mavropsaridis,The Favourite,False,FILM EDITING
